"active","birthDate","birthLocation","club","districtName","districtNum","educationLevel","email","firstLastName","firstName","id","lastFirstName","lastName","numberOfVotes","profession","secondName","voivodeship","inactiveCause","waiverDesc"
TRUE,"1985-04-16","Sosnowiec","Lewica","Kraków",13,"wyższe","Daria.Gosek-Popiolek@sejm.pl","Daria Gosek-Popiołek","Daria",110,"Gosek-Popiołek Daria","Gosek-Popiołek",39054,"pracownik samorządowy","Iwona","małopolskie",NA,NA
TRUE,"1966-07-22","Gdańsk","PiS","Warszawa",19,"średnie ogólne","Malgorzata.Gosiewska@sejm.pl","Małgorzata Gosiewska","Małgorzata",111,"Gosiewska Małgorzata","Gosiewska",36523,"urzędnik państwowy","Maria","mazowieckie",NA,NA
TRUE,"1972-07-09","Tarnów","Polska2050-TD","Tarnów",15,"wyższe","Piotr.Gornikiewicz@sejm.pl","Piotr Górnikiewicz","Piotr",112,"Górnikiewicz Piotr","Górnikiewicz",5180,"ekonomista","Tadeusz","małopolskie",NA,NA
TRUE,"1976-01-01","Skarżysko-Kamienna","PiS","Radom",17,"wyższe","Agnieszka.Gorska@sejm.pl","Agnieszka Górska","Agnieszka",113,"Górska Agnieszka","Górska",11494,"ekonomista","Beata","mazowieckie",NA,NA
TRUE,"1962-04-22","Sawin","KO","Chełm",7,"wyższe","Krzysztof.Grabczuk@sejm.pl","Krzysztof Grabczuk","Krzysztof",114,"Grabczuk Krzysztof","Grabczuk",32985,"nauczyciel akademicki",NA,"lubelskie",NA,NA
TRUE,"1972-11-02","Legionowo","KO","Warszawa",20,"wyższe","Jan.Grabiec@sejm.pl","Jan Grabiec","Jan",115,"Grabiec Jan","Grabiec",71534,"urzędnik państwowy","Stanisław","mazowieckie",NA,NA
TRUE,"1981-04-06","Ostrołęka","PiS","Siedlce",18,"wyższe","Marcin.Grabowski@sejm.pl","Marcin Grabowski","Marcin",116,"Grabowski Marcin","Grabowski",10339,"pracownik administracji państwowej",NA,"mazowieckie",NA,NA
TRUE,"1971-10-08","Katowice","Polska2050-TD","Katowice",31,"wyższe","Michal.Gramatyka@sejm.pl","Michał Gramatyka","Michał",117,"Gramatyka Michał","Gramatyka",32251,"radca prawny","Sebastian","śląskie",NA,NA
TRUE,"1985-03-24","Tarnogród","KO","Chełm",7,"wyższe","Malgorzata.Gromadzka@sejm.pl","Małgorzata Gromadzka","Małgorzata",118,"Gromadzka Małgorzata","Gromadzka",10710,"pracownik administracji samorządowej",NA,"lubelskie",NA,NA
TRUE,"1968-03-13","Nowy Sącz","PiS","Szczecin",41,"wyższe","Marek.Grobarczyk@sejm.pl","Marek Gróbarczyk","Marek",119,"Gróbarczyk Marek","Gróbarczyk",44422,"inżynier mechanik",NA,"zachodniopomorskie",NA,NA
TRUE,"1956-08-23","Siedlików","PSL-TD","Kalisz",36,"wyższe","Andrzej.Grzyb@sejm.pl","Andrzej Grzyb","Andrzej",120,"Grzyb Andrzej","Grzyb",29391,"ekonomista, inżynier ogrodnik","Marian","wielkopolskie",NA,NA
TRUE,"1960-10-30","Zakopane","PiS","Nowy Sącz",14,"wyższe","Andrzej.Gut-Mostowy@sejm.pl","Andrzej Gut-Mostowy","Andrzej",121,"Gut-Mostowy Andrzej","Gut-Mostowy",16467,"ekonomista",NA,"małopolskie",NA,NA
TRUE,"1962-06-10","Radziłów","PiS","Białystok",24,"średnie zawodowe","Kazimierz.Gwiazdowski@sejm.pl","Kazimierz Gwiazdowski","Kazimierz",122,"Gwiazdowski Kazimierz","Gwiazdowski",11898,"rolnik",NA,"podlaskie",NA,NA
TRUE,"1977-12-14","Ząbkowice Śl.","PiS","Wałbrzych",2,"wyższe","Marcin.Gwozdz@sejm.pl","Marcin Gwóźdź","Marcin",123,"Gwóźdź Marcin","Gwóźdź",23434,"inżynier","Piotr","dolnośląskie",NA,NA
TRUE,"1971-09-03","Gliwice","KO","Katowice",29,"wyższe","Marek.Gzik@sejm.pl","Marek Gzik","Marek",124,"Gzik Marek","Gzik",19070,"nauczyciel akademicki","Krzysztof","śląskie",NA,NA
TRUE,"1956-06-02","Pabianice","KO","Sieradz",11,"wyższe","Krzysztof.Habura@sejm.pl","Krzysztof Habura","Krzysztof",125,"Habura Krzysztof","Habura",11267,"inżynier budownictwa","Stefan","łódzkie",NA,NA
TRUE,"1963-01-12","Zgierz","KO","Sieradz",11,"wyższe","Agnieszka.Hanajczyk@sejm.pl","Agnieszka Hanajczyk","Agnieszka",126,"Hanajczyk Agnieszka","Hanajczyk",16865,"prawnik","Małgorzata","łódzkie",NA,NA
TRUE,"1970-09-06","Rypin","KO","Toruń",5,"średnie ogólne","Iwona.Hartwich@sejm.pl","Iwona Hartwich","Iwona",127,"Hartwich Iwona","Hartwich",17889,"sprzedawca",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1977-10-05","Gniezno","Polska2050-TD","Konin",37,"wyższe","Paulina.Hennig-Kloska@sejm.pl","Paulina Hennig-Kloska","Paulina",128,"Hennig-Kloska Paulina","Hennig-Kloska",30334,"bankowiec, dziennikarz, ekonomista",NA,"wielkopolskie",NA,NA
TRUE,"1974-06-27","Lublin","PSL-TD","Lublin",6,"wyższe","Krzysztof.Hetman@sejm.pl","Krzysztof Hetman","Krzysztof",129,"Hetman Krzysztof","Hetman",28876,"politolog","Andrzej","lubelskie",NA,NA
TRUE,"1954-02-22","Jelenin","PiS","Koszalin",40,"wyższe","Czeslaw.Hoc@sejm.pl","Czesław Hoc","Czesław",130,"Hoc Czesław","Hoc",31360,"lekarz",NA,"zachodniopomorskie",NA,NA
TRUE,"1963-07-05","Poznań","PiS","Konin",37,"wyższe","Zbigniew.Hoffmann@sejm.pl","Zbigniew Hoffmann","Zbigniew",131,"Hoffmann Zbigniew","Hoffmann",47594,"politolog","Grzegorz","wielkopolskie",NA,NA
TRUE,"1953-06-15","Koszalin","KO","Koszalin",40,"wyższe","Marek.Hok@sejm.pl","Marek Tomasz Hok","Marek",132,"Hok Marek Tomasz","Hok",8176,"lekarz, parlamentarzysta, urzędnik samorządowy","Tomasz","zachodniopomorskie",NA,NA
TRUE,"1976-09-03","Białystok","Polska2050-TD","Białystok",24,"średnie ogólne","Szymon.Holownia@sejm.pl","Szymon Hołownia","Szymon",133,"Hołownia Szymon","Hołownia",79951,"polityk, publicysta","Franciszek","podlaskie",NA,NA
TRUE,"1981-10-02","Gdańsk","PiS","Słupsk",26,"wyższe","Marcin.Horala@sejm.pl","Marcin Horała","Marcin",134,"Horała Marcin","Horała",47974,"prawnik, specjalista ds. zarządzania, wyższy urzędnik państwowy","Michał","pomorskie",NA,NA
TRUE,"1980-05-14","Głogów","KO","Legnica",1,"wyższe","Lukasz.Horbatowski@sejm.pl","Łukasz Horbatowski","Łukasz",135,"Horbatowski Łukasz","Horbatowski",13934,"pracownik samorządowy",NA,"dolnośląskie",NA,NA
TRUE,"1979-09-09","Wrocław","PiS","Wrocław",3,"wyższe","Pawel.Hreniak@sejm.pl","Paweł Hreniak","Paweł",136,"Hreniak Paweł","Hreniak",19384,"urzędnik państwowy","Marek","dolnośląskie",NA,NA
TRUE,"1986-01-25","Opole","PiS","Bielsko-Biała",30,"wyższe","Pawel.Jablonski@sejm.pl","Paweł Jabłoński","Paweł",137,"Jabłoński Paweł","Jabłoński",22996,"adwokat",NA,"śląskie",NA,NA
TRUE,"1988-05-31","Wrocław","KO","Warszawa",19,"wyższe","Klaudia.Jachira@sejm.pl","Klaudia Jachira","Klaudia",138,"Jachira Klaudia","Jachira",9172,"aktorka","Krystyna","mazowieckie",NA,NA
TRUE,"1959-04-30","Warszawa","Kukiz15","Warszawa",19,"średnie policealne/pomaturalne","Marek.Jakubiak@sejm.pl","Marek Jakubiak","Marek",139,"Jakubiak Marek","Jakubiak",39151,"przedsiębiorca prywatny",NA,"mazowieckie",NA,NA
TRUE,"1962-01-16","Wyrzysk","KO","Piła",38,"wyższe","Maria.Janyska@sejm.pl","Maria Małgorzata Janyska","Maria",140,"Janyska Maria Małgorzata","Janyska",23592,"ekonomista","Małgorzata","wielkopolskie",NA,NA
TRUE,"1981-01-26","Aleksandrów Kujawski","KO","Wrocław",3,"wyższe","Michal.Jaros@sejm.pl","Michał Jaros","Michał",141,"Jaros Michał","Jaros",30512,"ekonomista",NA,"dolnośląskie",NA,NA
TRUE,"1990-08-18","Szczecin","KO","Szczecin",41,"wyższe","Patryk.Jaskulski@sejm.pl","Patryk Jaskulski","Patryk",142,"Jaskulski Patryk","Jaskulski",7439,"politolog","Bartłomiej","zachodniopomorskie",NA,NA
TRUE,"1957-05-19","Opole","KO","Opole",21,"wyższe","Danuta.Jazlowiecka@sejm.pl","Danuta Jazłowiecka","Danuta",143,"Jazłowiecka Danuta","Jazłowiecka",11580,"polityk","Maria","opolskie",NA,NA
TRUE,"1979-01-12","Łódź","KO","Łódź",9,"wyższe","Dariusz.Jonski@sejm.pl","Dariusz Joński","Dariusz",144,"Joński Dariusz","Joński",87470,"ekonomista",NA,"łódzkie",NA,NA
TRUE,"1982-10-17","Łódź","KO","Łódź",9,"wyższe","Marcin.Jozefaciuk@sejm.pl","Marcin Józefaciuk","Marcin",145,"Józefaciuk Marcin","Józefaciuk",8893,"nauczyciel",NA,"łódzkie",NA,NA
TRUE,"1989-11-16","Proszowice","PiS","Tarnów",15,"wyższe","Norbert.Kaczmarczyk@sejm.pl","Norbert Jakub Kaczmarczyk","Norbert",146,"Kaczmarczyk Norbert Jakub","Kaczmarczyk",11926,"dziennikarz, parlamentarzysta, politolog, rolnik","Jakub","małopolskie",NA,NA
TRUE,"1987-11-19","Sucha Beskidzka","PiS","Kraków",12,"wyższe","Filip.Kaczynski@sejm.pl","Filip Kaczyński","Filip",147,"Kaczyński Filip","Kaczyński",18285,"politolog","Roman","małopolskie",NA,NA
TRUE,"1949-06-18","Warszawa","PiS","Kielce",33,"wyższe","Jaroslaw.Kaczynski@sejm.pl","Jarosław Kaczyński","Jarosław",148,"Kaczyński Jarosław","Kaczyński",177228,"prawnik","Aleksander","świętokrzyskie",NA,NA
TRUE,"1968-06-25","Kalisz","PiS","Kalisz",36,"wyższe","Piotr.Kaleta@sejm.pl","Piotr Kaleta","Piotr",149,"Kaleta Piotr","Kaleta",16344,"parlamentarzysta","Marek","wielkopolskie",NA,NA
TRUE,"1989-07-29","Siedliszcze","PiS","Warszawa",19,"wyższe","Sebastian.Kaleta@sejm.pl","Sebastian Kaleta","Sebastian",150,"Kaleta Sebastian","Kaleta",31369,"radca prawny","Jerzy","mazowieckie",NA,NA
TRUE,"1986-08-10","Toruń","PiS","Toruń",5,"wyższe","Mariusz.Kaluzny@sejm.pl","Mariusz Kałużny","Mariusz",151,"Kałużny Mariusz","Kałużny",19072,"politolog",NA,"kujawsko-pomorskie",NA,NA
FALSE,"1965-09-25","Sochaczew","PiS","Chełm",7,"wyższe","Mariusz.Kaminski@sejm.pl","Mariusz Kamiński","Mariusz",152,"Kamiński Mariusz","Kamiński",44195,"historyk",NA,"lubelskie",NA,"Utrata prawa wybieralności"
TRUE,"1969-10-13","Dobra","KO","Warszawa",20,"wyższe","Piotr.Kandyba@sejm.pl","Piotr Kandyba","Piotr",153,"Kandyba Piotr","Kandyba",15144,"menedżer",NA,"mazowieckie",NA,NA
TRUE,"1991-09-20","Gdańsk","PiS","Lublin",6,"wyższe","Jan.Kanthak@sejm.pl","Jan Kanthak","Jan",154,"Kanthak Jan","Kanthak",22037,"prawnik","Jakub","lubelskie",NA,NA
TRUE,"1961-12-31","Mielec","PiS","Rzeszów",23,"wyższe","Fryderyk.Kapinos@sejm.pl","Fryderyk Sylwester Kapinos","Fryderyk",155,"Kapinos Fryderyk Sylwester","Kapinos",18065,"technolog żywności","Sylwester","podkarpackie",NA,NA
TRUE,"1963-08-16","Gdańsk","KO","Gdańsk",25,"wyższe","Jacek.Karnowski@sejm.pl","Jacek Karnowski","Jacek",156,"Karnowski Jacek","Karnowski",55069,"ekonomista, inżynier budownictwa","Karnowski","pomorskie",NA,NA
TRUE,"1974-03-11","Lniano","KO","Bydgoszcz",4,"wyższe","Iwona.Karolewska@sejm.pl","Iwona Karolewska","Iwona",157,"Karolewska Iwona","Karolewska",8572,"urzędnik samorządowy",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1971-08-27","Busko Zdrój","Polska2050-TD","Kielce",33,"wyższe","Rafal.Kasprzyk@sejm.pl","Rafał Kasprzyk","Rafał",158,"Kasprzyk Rafał","Kasprzyk",10907,"inżynier budownictwa, menedżer","Marcin","świętokrzyskie",NA,NA
TRUE,"1969-11-10","Kłobuck","PSL-TD","Częstochowa",28,"wyższe","Henryk.Kiepura@sejm.pl","Henryk Kiepura","Henryk",159,"Kiepura Henryk","Kiepura",20665,"prawnik",NA,"śląskie",NA,NA
TRUE,"1976-08-22","Warszawa","KO","Płock",16,"wyższe","Marcin.Kierwinski@sejm.pl","Marcin Kierwiński","Marcin",160,"Kierwiński Marcin","Kierwiński",51828,"elektronik","Piotr","mazowieckie",NA,NA
TRUE,"1974-06-09","Września","KO","Poznań",39,"wyższe","Katarzyna.Kierzek-Koperska@sejm.pl","Katarzyna Kierzek-Koperska","Katarzyna",161,"Kierzek-Koperska Katarzyna","Kierzek-Koperska",20091,"doradca podatkowy","Renata","wielkopolskie",NA,NA
TRUE,"1980-06-17","Rawa Mazowiecka","PSL-TD","Piotrków Trybunalski",10,"wyższe","Dariusz.Klimczak@sejm.pl","Dariusz Klimczak","Dariusz",162,"Klimczak Dariusz","Klimczak",21826,"historyk",NA,"łódzkie",NA,NA
TRUE,"1963-12-14","Katowice","KO","Radom",17,"wyższe","Joanna.Kluzik-Rostkowska@sejm.pl","Joanna Kluzik-Rostkowska","Joanna",163,"Kluzik-Rostkowska Joanna","Kluzik-Rostkowska",21218,"dziennikarz","Grażyna","mazowieckie",NA,NA
TRUE,"1969-07-09","Tarnów","PSL-TD","Bydgoszcz",4,"wyższe","Agnieszka.Klopotek@sejm.pl","Agnieszka Maria Kłopotek","Agnieszka",164,"Kłopotek Agnieszka Maria","Kłopotek",11049,"zootechnik","Maria","kujawsko-pomorskie",NA,NA
TRUE,"1985-11-07","Olkusz","PiS","Kraków",12,"wyższe","Lukasz.Kmita@sejm.pl","Łukasz Kmita","Łukasz",165,"Kmita Łukasz","Kmita",26062,"urzędnik państwowy","Marek","małopolskie",NA,NA
TRUE,"1968-04-15","Warszawa","Polska2050-TD","Warszawa",19,"wyższe","Michal.Kobosko@sejm.pl","Michał Kobosko","Michał",166,"Kobosko Michał","Kobosko",61452,NA,"Andrzej","mazowieckie",NA,NA
TRUE,"1964-08-22","Prudnik","PiS","Siedlce",18,"wyższe","Maria.Koc@sejm.pl","Maria Koc","Maria",167,"Koc Maria","Koc",70732,"parlamentarzysta","Zofia","mazowieckie",NA,NA
TRUE,"1978-09-02","Katowice","KO","Katowice",31,"wyższe","Ewa.Kolodziej@sejm.pl","Ewa Kołodziej","Ewa",168,"Kołodziej Ewa","Kołodziej",7283,"politolog","Edyta","śląskie",NA,NA
TRUE,"1958-06-19","Dąbrówka","KO","Gdańsk",25,"wyższe","Magdalena.Kolodziejczak@sejm.pl","Magdalena Małgorzata Kołodziejczak","Magdalena",169,"Kołodziejczak Magdalena Małgorzata","Kołodziejczak",12773,"prawnik","Małgorzata","pomorskie",NA,NA
TRUE,"1988-09-14","Sieradz","KO","Konin",37,"średnie ogólne","Michal.Kolodziejczak@sejm.pl","Michał Kołodziejczak","Michał",170,"Kołodziejczak Michał","Kołodziejczak",44062,"rolnik",NA,"wielkopolskie",NA,NA
TRUE,"1971-06-10","Ełk","Polska2050-TD","Kraków",13,"wyższe","Rafal.Komarewicz@sejm.pl","Rafał Komarewicz","Rafał",171,"Komarewicz Rafał","Komarewicz",44808,"przedsiębiorca prywatny","Paweł","małopolskie",NA,NA
TRUE,"1980-10-14","Gliwice","Lewica","Katowice",31,"wyższe","Maciej.Konieczny@sejm.pl","Maciej Konieczny","Maciej",172,"Konieczny Maciej","Konieczny",17901,"parlamentarzysta",NA,"śląskie",NA,NA
TRUE,"1974-03-24","Słupsk","KO","Słupsk",26,"wyższe","Zbigniew.Konwinski@sejm.pl","Zbigniew Konwiński","Zbigniew",173,"Konwiński Zbigniew","Konwiński",15538,"historyk, menedżer","Marek","pomorskie",NA,NA
TRUE,"1981-08-10","Kraków","PSL-TD","Tarnów",15,"wyższe","Wladyslaw.Kosiniak-Kamysz@sejm.pl","Władysław Kosiniak-Kamysz","Władysław",174,"Kosiniak-Kamysz Władysław","Kosiniak-Kamysz",50139,"lekarz","Marcin","małopolskie",NA,NA
TRUE,"1974-03-07","Kluczbork","KO","Opole",21,"wyższe","Tomasz.Kostus@sejm.pl","Tomasz Kostuś","Tomasz",175,"Kostuś Tomasz","Kostuś",11857,"politolog","Tadeusz","opolskie",NA,NA
TRUE,"1976-03-31","Radom","PiS","Radom",17,"wyższe","Andrzej.Kosztowniak@sejm.pl","Andrzej Kosztowniak","Andrzej",176,"Kosztowniak Andrzej","Kosztowniak",9755,"ekonomista, prawnik","Tomasz","mazowieckie",NA,NA
TRUE,"1977-02-01","Gryfino","Lewica","Gdańsk",25,"wyższe","Katarzyna.Kotula@sejm.pl","Katarzyna Kotula","Katarzyna",177,"Kotula Katarzyna","Kotula",33122,"nauczyciel",NA,"pomorskie",NA,NA
TRUE,"1975-07-22","Rzeszów","KO","Rzeszów",23,"wyższe","Pawel.Kowal@sejm.pl","Paweł Kowal","Paweł",178,"Kowal Paweł","Kowal",63534,"nauczyciel akademicki",NA,"podkarpackie",NA,NA
TRUE,"1956-07-15","Żabianka","PiS","Siedlce",18,"wyższe","Henryk.Kowalczyk@sejm.pl","Henryk Kowalczyk","Henryk",179,"Kowalczyk Henryk","Kowalczyk",30081,"matematyk",NA,"mazowieckie",NA,NA
TRUE,"1978-04-11","Opole","PiS","Opole",21,"wyższe","Janusz.Kowalski@sejm.pl","Janusz Kowalski","Janusz",180,"Kowalski Janusz","Kowalski",14593,"prawnik","Marcin","opolskie",NA,NA
TRUE,"1979-08-11","Warszawa","PiS","Bydgoszcz",4,"wyższe","Bartosz.Kownacki@sejm.pl","Bartosz Józef Kownacki","Bartosz",181,"Kownacki Bartosz Józef","Kownacki",17135,"adwokat","Józef","kujawsko-pomorskie",NA,NA
TRUE,"1963-08-11","Więcbork","KO","Bydgoszcz",4,"wyższe","Iwona.Kozlowska@sejm.pl","Iwona Maria Kozłowska","Iwona",182,"Kozłowska Iwona Maria","Kozłowska",14514,"pedagog","Maria","kujawsko-pomorskie",NA,NA
TRUE,"1981-06-08","Zambrów","PSL-TD","Białystok",24,"wyższe","Stefan.Krajewski@sejm.pl","Stefan Krajewski","Stefan",183,"Krajewski Stefan","Krajewski",9803,"politolog",NA,"podlaskie",NA,NA
TRUE,"1964-06-03","Chojnów","PiS","Tarnów",15,"wyższe","Wieslaw.Krajewski@sejm.pl","Wiesław Krajewski","Wiesław",184,"Krajewski Wiesław","Krajewski",24838,"parlamentarzysta",NA,"małopolskie",NA,NA
TRUE,"1950-11-08","Sopot","PiS","Elbląg",34,"średnie ogólne","Leonard.Krasulski@sejm.pl","Leonard Krasulski","Leonard",185,"Krasulski Leonard","Krasulski",13948,"pracownik administracyjny","Seweryn","warmińsko-mazurskie",NA,NA
TRUE,"1965-07-19","Jawor","KO","Legnica",1,"wyższe","Iwona.Krawczyk@sejm.pl","Iwona Małgorzata Krawczyk","Iwona",186,"Krawczyk Iwona Małgorzata","Krawczyk",8831,"menedżer, nauczyciel, nauczyciel akademicki","Małgorzata","dolnośląskie",NA,NA
TRUE,"1978-03-21","Lublin","KO","Lublin",6,"wyższe","Michal.Krawczyk@sejm.pl","Michał Krawczyk","Michał",187,"Krawczyk Michał","Krawczyk",12009,"menedżer",NA,"lubelskie",NA,NA
TRUE,"1974-07-23","Legnica","KO","Legnica",1,"wyższe","Robert.Kropiwnicki@sejm.pl","Robert Kropiwnicki","Robert",188,"Kropiwnicki Robert","Kropiwnicki",31838,"menedżer, nauczyciel akademicki",NA,"dolnośląskie",NA,NA
TRUE,"1974-06-26","Bydgoszcz","PiS","Bydgoszcz",4,"wyższe","Piotr.Krol@sejm.pl","Piotr Król","Piotr",189,"Król Piotr","Król",17952,"politolog","Marek","kujawsko-pomorskie",NA,NA
TRUE,"1985-04-22","Jaworzno","KO","Katowice",31,"wyższe","Wojciech.Krol@sejm.pl","Wojciech Król","Wojciech",190,"Król Wojciech","Król",7136,"parlamentarzysta, urzędnik samorządowy","Piotr","śląskie",NA,NA
TRUE,"1981-10-30","Warszawa","PiS","Kielce",33,"wyższe","Anna.Krupka@sejm.pl","Anna Krupka","Anna",191,"Krupka Anna","Krupka",39854,"socjolog","Maria","świętokrzyskie",NA,NA
TRUE,"1960-06-09","Ostrowiec Świętokrzyski","PiS","Kielce",33,"wyższe","Andrzej.Kryj@sejm.pl","Andrzej Kryj","Andrzej",192,"Kryj Andrzej","Kryj",6968,"urzędnik samorządowy","Michał","świętokrzyskie",NA,NA
TRUE,"1976-09-18","Zator","PiS","Kraków",12,"wyższe","Mariusz.Krystian@sejm.pl","Mariusz Krystian","Mariusz",193,"Krystian Mariusz","Krystian",11366,"nauczyciel, technik elektryk","Tomasz","małopolskie",NA,NA
TRUE,"1967-10-22","Rybnik","KO","Bielsko-Biała",30,"wyższe","Marek.Krzakala@sejm.pl","Marek Krząkała","Marek",194,"Krząkała Marek","Krząkała",18605,"nauczyciel, tłumacz","Grzegorz","śląskie",NA,NA
TRUE,"1975-01-14","Ciechanów","KO","Płock",16,"wyższe","Adam.Krzeminski@sejm.pl","Adam Krzemiński","Adam",195,"Krzemiński Adam","Krzemiński",6071,"nauczyciel, pracownik administracji samorządowej, technik elektronik",NA,"mazowieckie",NA,NA
TRUE,"1953-03-27","Olsztyn","KO","Słupsk",26,"średnie ogólne","Henryka.Krzywonos-Strycharska@sejm.pl","Henryka Krzywonos-Strycharska","Henryka",196,"Krzywonos-Strycharska Henryka","Krzywonos-Strycharska",8460,"emeryt","Krystyna","pomorskie",NA,NA
TRUE,"1984-07-22","Lubin","PiS","Legnica",1,"wyższe","Krzysztof.Kubow@sejm.pl","Krzysztof Kubów","Krzysztof",197,"Kubów Krzysztof","Kubów",15928,"administratywista","Jan","dolnośląskie",NA,NA
TRUE,"1972-01-21","Wołczyn","Lewica","Zielona Góra",8,"wyższe","Anita.Kucharska-Dziedzic@sejm.pl","Anita Kucharska-Dziedzic","Anita",198,"Kucharska-Dziedzic Anita","Kucharska-Dziedzic",23051,"nauczycielka akademicka, parlamentarzystka","Agnieszka","lubuskie",NA,NA
TRUE,"1955-08-09","Przemyśl","PiS","Krosno",22,"średnie policealne/pomaturalne","Marek.Kuchcinski@sejm.pl","Marek Kuchciński","Marek",199,"Kuchciński Marek","Kuchciński",50519,"urzędnik państwowy","Tadeusz","podkarpackie",NA,NA
TRUE,"1963-06-24","Paczków","Kukiz15","Opole",21,"średnie ogólne","Pawel.Kukiz@sejm.pl","Paweł Kukiz","Paweł",200,"Kukiz Paweł","Kukiz",43292,"muzyk","Piotr","opolskie",NA,NA
TRUE,"1976-04-04","Jędrzejów","Lewica","Olsztyn",35,"wyższe","Marcin.Kulasek@sejm.pl","Marcin Kulasek","Marcin",201,"Kulasek Marcin","Kulasek",11514,"parlamentarzysta","Robert","warmińsko-mazurskie",NA,NA
TRUE,"1954-06-03","Brzostek","PiS","Krosno",22,"wyższe","Maria.Kurowska@sejm.pl","Maria Kurowska","Maria",202,"Kurowska Maria","Kurowska",20813,"parlamentarzysta","Stanisława","podkarpackie",NA,NA
TRUE,"1960-04-14","Myślenice","PiS","Kraków",12,"wyższe","Wladyslaw.Kurowski@sejm.pl","Władysław Kurowski","Władysław",203,"Kurowski Władysław","Kurowski",12320,"pracownik administracji samorządowej","Michał","małopolskie",NA,NA
TRUE,"1956-09-19","Komorowo","PiS","Radom",17,"wyższe","Zbigniew.Kuzmiuk@sejm.pl","Zbigniew Krzysztof Kuźmiuk","Zbigniew",204,"Kuźmiuk Zbigniew Krzysztof","Kuźmiuk",24702,"nauczyciel akademicki","Krzysztof","mazowieckie",NA,NA
TRUE,"1964-09-30","Radom","PiS","Radom",17,"wyższe","Anna.Kwiecien@sejm.pl","Anna Kwiecień","Anna",205,"Kwiecień Anna","Kwiecień",34570,"urzędnik samorządowy",NA,"mazowieckie",NA,NA
TRUE,"1967-09-29","Nowy Sącz","KO","Nowy Sącz",14,"wyższe","Piotr.Lachowicz@sejm.pl","Piotr Lachowicz","Piotr",206,"Lachowicz Piotr","Lachowicz",12918,"ekonomista","Michał","małopolskie",NA,NA
TRUE,"1957-08-12","Brusy","KO","Słupsk",26,"wyższe","Stanislaw.Lamczyk@sejm.pl","Stanisław Lamczyk","Stanisław",207,"Lamczyk Stanisław","Lamczyk",8722,"inżynier mechanik","Józef","pomorskie",NA,NA
TRUE,"1967-06-15","Elbląg","KO","Warszawa",20,"wyższe","Maciej.Lasek@sejm.pl","Maciej Lasek","Maciej",208,"Lasek Maciej","Lasek",20565,"inżynier mechanik, nauczyciel akademicki","Grzegorz","mazowieckie",NA,NA
TRUE,"1960-12-12","Katowice","KO","Bielsko-Biała",30,"wyższe","Gabriela.Lenartowicz@sejm.pl","Gabriela Lenartowicz","Gabriela",209,"Lenartowicz Gabriela","Lenartowicz",16515,"parlamentarzysta","Teresa","śląskie",NA,NA
TRUE,"1976-08-27","Dylągówka","PiS","Rzeszów",23,"wyższe","Ewa.Leniart@sejm.pl","Ewa Leniart","Ewa",210,"Leniart Ewa","Leniart",38795,"prawnik","Maria","podkarpackie",NA,NA
TRUE,"1981-03-28","Warszawa","Polska2050-TD","Wałbrzych",2,"wyższe","Aleksandra.Leo@sejm.pl","Aleksandra Leo","Aleksandra",211,"Leo Aleksandra","Leo",16661,"prawnik","Maria","dolnośląskie",NA,NA
TRUE,"1962-09-03","Częstochowa","KO","Częstochowa",28,"wyższe","Izabela.Leszczyna@sejm.pl","Izabela Leszczyna","Izabela",212,"Leszczyna Izabela","Leszczyna",60549,"nauczyciel","Dorota","śląskie",NA,NA
TRUE,"1969-11-21","Warszawa","PiS","Sieradz",11,"wyższe","Joanna.Lichocka@sejm.pl","Joanna Lichocka","Joanna",213,"Lichocka Joanna","Lichocka",36060,"dziennikarz","Katarzyna","łódzkie",NA,NA
TRUE,"1959-10-11","Starachowice","PiS","Kielce",33,"wyższe","Krzysztof.Lipiec@sejm.pl","Krzysztof Lipiec","Krzysztof",214,"Lipiec Krzysztof","Lipiec",14962,"nauczyciel","Bogdan","świętokrzyskie",NA,NA
TRUE,"1989-05-09","Sosnowiec","Lewica","Katowice",32,"wyższe","Lukasz.Litewka@sejm.pl","Łukasz Litewka","Łukasz",215,"Litewka Łukasz","Litewka",40579,"socjolog","Karol","śląskie",NA,NA
TRUE,"1970-10-31","Piotrków Trybunalski","PiS","Piotrków Trybunalski",10,"wyższe","Grzegorz.Lorek@sejm.pl","Grzegorz Lorek","Grzegorz",216,"Lorek Grzegorz","Lorek",19711,"pracownik administracji samorządowej","Andrzej","łódzkie",NA,NA
TRUE,"1978-07-18","Szczecinek","PSL-TD","Koszalin",40,"wyższe","Radoslaw.Lubczyk@sejm.pl","Radosław Lubczyk","Radosław",217,"Lubczyk Radosław","Lubczyk",14353,"lekarz",NA,"zachodniopomorskie",NA,NA
TRUE,"1969-07-24","Łódź","KO","Warszawa",19,"wyższe","Katarzyna.Lubnauer@sejm.pl","Katarzyna Anna Lubnauer","Katarzyna",218,"Lubnauer Katarzyna Anna","Lubnauer",22529,"nauczyciel akademicki","Anna","mazowieckie",NA,NA
